name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
rio vista,upper serangoon view,condominium,3.0,3.0,19,north-east region,hougang,kangkar,1.37305038178647,103.902039407109,0,2004.0,716.0,1249.0,1375000.0
the coast at sentosa cove,ocean drive,condominium,3.0,3.0,4,central region,southern islands,sentosa,1.24678687668364,103.844402093991,0,2009.0,249.0,3476.0,5720000.0
inz residence,choa chu kang avenue 5,condominium,5.0,4.0,23,west region,choa chu kang,peng siang,1.37490905657101,103.739491611866,0,2019.0,497.0,1711.0,1944800.0
archipelago,bedok reservoir road,condominium,1.0,1.0,16,east region,bedok,bedok reservoir,1.33753586880554,103.920651855815,0,2015.0,577.0,527.0,792000.0
international plaza,anson road,apartment,2.0,3.0,2,central region,downtown core,tanjong pagar,1.27601222585222,103.845897843593,0,1976.0,210.0,1030.0,1628000.0
tan quee lan street,tan quee lan street,condominium,1.0,1.0,7,central region,downtown core,bugis,1.29800183242195,103.856934786617,0,1930.0,558.0,474.0,1415700.0
juniper hill,ewe boon road,apartment,5.0,4.0,10,central region,tanglin,nassim,1.3164820339781698,103.829897153451,1,1930.0,115.0,2217.0,7291900.0
nyon,12 amber road ,apartment,1.0,1.0,15,central region,marine parade,marine parade,1.29980838493639,103.898492758597,1,2021.0,92.0,484.0,1324400.0
forett@bukit timah,32 toh tuck road ,apartment,3.0,3.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,258.0,1033.0,2229700.0
parc centennial,kampong java road,apartment,3.0,3.0,9,central region,novena,moulmein,1.31317508970172,103.84379589573,1,2011.0,51.0,1550.0,3190000.0
boulevard vue,11 cuscaden walk ,condominium,5.0,5.0,10,central region,river valley,one tree hill,1.30308258890109,103.829026886185,1,2013.0,28.0,4478.0,21890000.0
the rochester residences,rochester drive,apartment,3.0,3.0,5,central region,queenstown,one north,1.30521073390523,103.788340566447,0,2011.0,366.0,1861.0,3300000.0
the reef at king’s dock,harbourfront avenue,condominium,2.0,2.0,4,central region,bukit merah,maritime square,1.26493085106915,103.81714789225,0,1960.0,429.0,883.0,2465100.0
leedon green,26 leedon heights ,condominium,1.0,1.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,581.0,1540000.0
one holland village residences,holland village way,apartment,2.0,2.0,10,central region,queenstown,holland drive,1.3123621720005,103.793301226982,0,1930.0,296.0,797.0,2203100.0
kingsford . hillview peak,hillview rise,condominium,3.0,3.0,23,west region,bukit batok,hillview,1.36478651146586,103.764763618001,0,2017.0,512.0,1044.0,1567500.0
one jervois,jervois close,condominium,3.0,2.0,10,central region,tanglin,chatsworth,1.29291188755951,103.825071632136,1,2009.0,275.0,1292.0,2948000.0
fourth avenue residences,fourth avenue,apartment,3.0,2.0,10,central region,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,1930.0,476.0,915.0,2365000.0
kopar at newton,makeway avenue,apartment,2.0,1.0,9,central region,novena,moulmein,1.31242688268348,103.841064338246,0,1930.0,378.0,614.0,1760000.0
the legacy,bukit timah road,apartment,2.0,2.0,10,central region,tanglin,nassim,1.32104508345244,103.822639719508,1,1999.0,17.0,764.0,1518000.0
treasure at tampines,1 tampines lane ,condominium,2.0,2.0,18,east region,tampines,tampines east,1.34503342838494,103.946749425598,0,1930.0,2203.0,657.0,1100000.0
skies miltonia,3 miltonia close ,condominium,4.0,4.0,27,north region,yishun,lower seletar,1.41806132333282,103.847848309805,0,2016.0,420.0,2713.0,3645400.0
the lumos,9 leonie hill ,apartment,3.0,3.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,1754.0,4284500.0
the belvedere,meyer road,condominium,3.0,2.0,15,central region,marine parade,mountbatten,1.2970486477176102,103.88764477781,1,2007.0,167.0,1259.0,2968900.0
the watergardens at canberra,canberra drive,apartment,2.0,1.0,27,north region,sembawang,sembawang springs,1.43919858389734,103.829104449216,0,1930.0,448.0,678.0,1078000.0
reflections at keppel bay,keppel bay view,condominium,4.0,6.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,3283.0,8030000.0
normanton park,53 normanton park ,apartment,3.0,2.0,5,central region,queenstown,kent ridge,1.2860062587817,103.791721078676,0,1930.0,1862.0,936.0,1883200.0
nouvel 18,18 anderson road ,condominium,3.0,3.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1582.0,5368000.0
jalan remaja,jalan remaja,condominium,2.0,2.0,23,west region,bukit batok,hillview,1.35809039718141,103.760746706379,1,2005.0,496.0,700.0,1375000.0
the lumos,9 leonie hill ,apartment,3.0,4.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,2593.0,6745200.0
10 evelyn,evelyn road,apartment,1.0,1.0,11,central region,novena,moulmein,1.31615491830399,103.840533848314,1,2020.0,56.0,495.0,1405800.0
normanton park,47 normanton park ,apartment,1.0,1.0,5,central region,queenstown,kent ridge,1.28646428984999,103.793182490893,0,1930.0,1862.0,527.0,1065900.0
amber park,amber gardens,condominium,3.0,2.0,15,central region,marine parade,marine parade,1.3004682373456,103.899919640176,1,1986.0,592.0,1109.0,3021700.0
royalgreen,anamalai avenue,condominium,3.0,2.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,990.0,2893000.0
mackenzie 88,mackenzie road,apartment,2.0,2.0,9,central region,rochor,mackenzie,1.30647254108334,103.847682721688,1,2009.0,55.0,850.0,1650000.0
midtown bay,122 beach road ,apartment,2.0,2.0,7,central region,downtown core,city hall,1.2963566643980902,103.85736876917,0,2021.0,219.0,743.0,2226200.0
costa del sol,68 bayshore road ,condominium,4.0,3.0,16,east region,bedok,bayshore,1.31179905604909,103.939434253217,0,2003.0,906.0,1797.0,3289000.0
normanton park,normanton park,apartment,2.0,2.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,786.0,1430000.0
marina one residences,marina way,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,678.0,1769400.0
grange 1866,74 grange road ,apartment,2.0,1.0,10,central region,river valley,one tree hill,1.2998826225442,103.828975333714,1,2013.0,60.0,710.0,2530000.0
waterbank at dakota,84 dakota crescent ,condominium,2.0,2.0,14,central region,geylang,aljunied,1.30697673506819,103.889630915712,0,2013.0,616.0,883.0,1595000.0
valley park,473 river valley road ,condominium,2.0,2.0,10,central region,tanglin,chatsworth,1.29339669313005,103.827920795075,1,1997.0,728.0,1109.0,2475000.0
dynasty garden,sixth avenue,condominium,3.0,4.0,10,central region,bukit timah,leedon park,1.3233259419597,103.792045837686,1,1979.0,51.0,2300.0,4070000.0
26 newton,26 newton road ,apartment,3.0,2.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,1378.0,2750000.0
the iveria,2 kim yam road ,apartment,3.0,2.0,9,central region,river valley,institution hill,1.2952856447523702,103.838567440302,1,1960.0,51.0,915.0,2406800.0
the woodleigh residences,bidadari park drive,apartment,5.0,2.0,13,central region,toa payoh,bidadari,1.33821440339182,103.87208996414302,0,1960.0,667.0,1259.0,2897400.0
commonwealth towers,230 commonwealth avenue ,condominium,3.0,2.0,3,central region,queenstown,margaret drive,1.29573433474414,103.806030198974,0,2017.0,845.0,1033.0,2398000.0
symphony suites,yishun close,condominium,4.0,3.0,27,north region,yishun,yishun east,1.43456191549725,103.844362842957,0,2018.0,660.0,1023.0,1540000.0
eco,277 bedok south avenue 3 ,condominium,2.0,2.0,16,east region,bedok,bedok south,1.3232671784623202,103.945036905702,0,2017.0,748.0,1011.0,1760000.0
cairnhill 16,cairnhill rise,apartment,4.0,3.0,9,central region,newton,cairnhill,1.30851030840347,103.837972449413,1,2015.0,39.0,1292.0,3963300.0
hilltop grove,hillview avenue,condominium,3.0,2.0,23,west region,bukit batok,hillview,1.35714997234684,103.75913571224702,0,2001.0,192.0,1012.0,1020800.0
waterfront waves,768 bedok reservoir road ,condominium,3.0,3.0,16,east region,bedok,bedok reservoir,1.33700106774335,103.930274573949,0,2011.0,405.0,1303.0,1801800.0
parkwood residences,208 yio chu kang road ,apartment,5.0,4.0,19,north-east region,hougang,kovan,1.36652661429401,103.875828348014,0,1930.0,18.0,1905.0,3109700.0
wilshire residences,farrer road,apartment,4.0,4.0,10,central region,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,2010.0,85.0,1270.0,3789500.0
marina one residences,marina way,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,657.0,1757800.0
one holland village residences,5 holland village way ,apartment,1.0,1.0,10,central region,queenstown,holland drive,1.31210286582964,103.793774278922,0,1930.0,296.0,484.0,1602500.0
stirling residences,21 stirling road ,apartment,2.0,1.0,3,central region,queenstown,mei chin,1.29205481713546,103.805546433928,0,2021.0,1259.0,657.0,1669800.0
martin modern,martin place,condominium,2.0,2.0,9,central region,river valley,institution hill,1.2934966639073,103.8381049101,0,2021.0,450.0,883.0,2671900.0
spottiswoode suites,spottiswoode park road,apartment,3.0,2.0,2,central region,bukit merah,everton park,1.27603511606189,103.837502046362,1,2017.0,183.0,743.0,2200000.0
hillion residences,jelebu road,apartment,2.0,2.0,23,west region,bukit panjang,jelebu,1.37861654539376,103.762615523169,0,2017.0,546.0,710.0,1265000.0
wilshire residences,30 farrer road ,apartment,3.0,3.0,10,central region,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,2006.5,85.0,861.0,2487100.0
central green condominium,9 jalan membina ,condominium,4.0,3.0,3,central region,bukit merah,tiong bahru station,1.28451338901171,103.82771157984,0,1995.0,412.0,1808.0,3080000.0
mooi residences,holland road,apartment,3.0,3.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,1281.0,3400000.0
flower road,flower road,apartment,5.0,3.0,19,central region,southern islands,sentosa,1.2541521366968,103.818780191224,1,1998.0,548.0,2260.0,3025000.0
reflections at keppel bay,33 keppel bay view ,condominium,3.0,3.0,4,central region,bukit merah,maritime square,1.26714499289003,103.811002300666,0,2011.0,1129.0,1345.0,2970000.0
klimt cairnhill,71 cairnhill road ,apartment,4.0,4.0,9,central region,newton,cairnhill,1.30896390883059,103.836154325224,1,1930.0,138.0,2056.0,7422800.0
grange infinite,27 grange road ,condominium,4.0,4.0,9,central region,river valley,leonie hill,1.29942281142325,103.834776774582,1,2011.0,68.0,6039.0,19800000.0
the boutiq,killiney road,apartment,2.0,2.0,9,central region,river valley,oxley,1.29660443035383,103.838842474051,1,2014.0,130.0,1088.0,2585000.0
casa cambio,9 lim tua tow road ,condominium,1.0,1.0,19,north-east region,serangoon,serangoon central,1.35368823040023,103.876444615904,1,2014.0,198.0,431.0,756800.0
astoria park,28 lorong mydin ,condominium,3.0,2.0,14,east region,bedok,kembangan,1.3211432793191298,103.911808337852,0,1995.0,354.0,958.0,1408000.0
high park residences,fernvale road,apartment,2.0,1.0,28,north-east region,sengkang,fernvale,1.39638961318515,103.875132778517,0,2019.0,1390.0,592.0,902000.0
one bernam,1 bernam street ,apartment,1.0,1.0,2,central region,downtown core,anson,1.2738629435052,103.843710484506,0,1930.0,351.0,441.0,1447600.0
parc riviera,101 west coast vale ,condominium,3.0,2.0,5,west region,clementi,west coast,1.32081769238494,103.752667309254,0,2019.0,752.0,904.0,1507000.0
oue twin peaks,leonie hill road,condominium,1.0,1.0,9,central region,river valley,leonie hill,1.29916779999053,103.83342756799,0,2015.0,462.0,549.0,1760000.0
kingsford . hillview peak,hillview rise,condominium,1.0,1.0,23,west region,bukit batok,hillview,1.36478651146586,103.764763618001,0,2017.0,512.0,678.0,1012000.0
affinity at serangoon,26 serangoon north avenue 1 ,apartment,3.0,2.0,19,north-east region,serangoon,serangoon garden,1.3661870297630598,103.873674807486,0,2015.0,1052.0,893.0,1691800.0
the commodore,canberra drive,condominium,2.0,2.0,27,north region,sembawang,sembawang springs,1.44121359373842,103.827784048998,0,1930.0,219.0,786.0,990000.0
lloyd sixtyfive,65 lloyd road ,apartment,3.0,3.0,9,central region,river valley,oxley,1.2972729466104298,103.838940257017,1,2016.0,76.0,2422.0,8017800.0
the m,middle road,apartment,2.0,1.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,592.0,1760000.0
kopar at newton,8 makeway avenue ,apartment,2.0,2.0,9,central region,novena,moulmein,1.31273110891936,103.840805628022,0,1930.0,378.0,614.0,1821600.0
southbank,881 north bridge road ,apartment,2.0,2.0,7,central region,kallang,crawford,1.30631185238016,103.864308459271,0,2010.0,197.0,958.0,1691800.0
lumiere,2 mistri road ,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,506.0,1072500.0
the atelier,makeway avenue,apartment,2.0,2.0,9,central region,novena,moulmein,1.31283039144925,103.841544287772,1,1930.0,120.0,872.0,2494400.0
rochelle at newton,188 keng lee road ,condominium,3.0,3.0,11,central region,novena,moulmein,1.31404425678498,103.841922909924,0,2012.0,129.0,1701.0,3410000.0
icon,gopeng street,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27516997523174,103.844496312645,0,2007.0,646.0,570.0,1188000.0
woodlands drive 16,woodlands drive 16,apartment,4.0,2.0,25,north region,woodlands,woodlands south,1.4301234496632502,103.794238188873,0,2016.0,653.0,1410.0,588500.0
woodhaven,woodgrove avenue,condominium,1.0,1.0,25,north region,woodlands,woodgrove,1.43057374949447,103.784107371321,0,2015.0,337.0,646.0,825000.0
concourse skyline,beach road,apartment,1.0,2.0,7,central region,downtown core,nicoll,1.30026689906653,103.861865589801,0,2014.0,360.0,1141.0,2640000.0
city gate,beach road,apartment,2.0,2.0,7,central region,kallang,crawford,1.30234754310752,103.862260012361,0,2018.0,311.0,752.0,1617000.0
river place,havelock road,condominium,4.0,4.0,3,central region,singapore river,robertson quay,1.2896097164683,103.841276389346,0,1999.0,492.0,2100.0,4290000.0
reflections at keppel bay,29 keppel bay view ,condominium,4.0,4.0,4,central region,bukit merah,maritime square,1.26679534226964,103.810636915018,0,2011.0,1129.0,2450.0,4510000.0
bedok court,bedok south avenue 3,condominium,4.0,2.0,16,east region,bedok,bedok south,1.32226659660897,103.944669321079,0,1985.0,280.0,2411.0,2420000.0
nv residences,pasir ris grove,condominium,2.0,2.0,18,east region,pasir ris,pasir ris central,1.37141634507612,103.943621458548,0,2013.0,642.0,904.0,1012000.0
city gate,371 beach road ,apartment,2.0,2.0,7,central region,kallang,crawford,1.30234754310752,103.862260012361,0,2018.0,311.0,807.0,1738000.0
m suites,lorong melayu,apartment,3.0,3.0,14,east region,bedok,kembangan,1.3233075191121102,103.909620521884,1,2011.0,16.0,1022.0,1941000.0
icon,10 gopeng street ,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27516997577919,103.844496312645,0,2007.0,646.0,700.0,1430000.0
sky everton,50 everton road ,apartment,4.0,4.0,2,central region,bukit merah,everton park,1.27588976787545,103.83815170912202,1,1960.0,262.0,1346.0,4068900.0
forett@bukit timah,38b toh tuck road ,apartment,1.0,1.0,21,central region,bukit timah,anak bukit,1.34013731823673,103.768787031514,1,1930.0,258.0,474.0,1115400.0
sky vue,1 bishan street 15 ,condominium,1.0,1.0,20,central region,bishan,bishan east,1.35231665677767,103.850719244155,0,2016.0,694.0,484.0,1100000.0
tanamera crest,pari dedap walk,condominium,3.0,3.0,16,east region,bedok,bedok north,1.33210494519976,103.942079542636,0,2004.0,288.0,1216.0,1196800.0
m suites,65 lorong melayu ,apartment,3.0,2.0,14,east region,bedok,kembangan,1.3233075191121102,103.909620521884,1,2014.0,16.0,1022.0,1941000.0
midtown bay,122 beach road ,apartment,2.0,2.0,7,central region,downtown core,city hall,1.2963566643980902,103.85736876917,0,2021.0,219.0,732.0,2251700.0
tampines street 11,tampines street 11,condominium,1.0,1.0,18,east region,tampines,tampines east,1.3453195492621202,103.945384662025,0,2014.0,679.0,463.0,643500.0
corals at keppel bay,1 keppel bay drive ,condominium,3.0,3.0,4,central region,bukit merah,maritime square,1.26489010829928,103.816454088109,0,2016.0,366.0,1421.0,3455100.0
the line @ tanjong rhu,tanjong rhu road,condominium,3.0,2.0,15,central region,kallang,tanjong rhu,1.2984373006061298,103.884408021083,1,2016.0,130.0,1066.0,2565600.0
citylights,80 jellicoe road ,condominium,4.0,3.0,8,central region,kallang,lavender,1.30827581228578,103.863117419778,0,2007.0,600.0,1442.0,2200000.0
royalgreen,anamalai avenue,condominium,4.0,3.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,1259.0,3928100.0
lattice one,seraya crescent,apartment,3.0,2.0,20,north-east region,ang mo kio,sembawang hills,1.3727388545918997,103.828158630501,1,2015.0,48.0,829.0,1640100.0
marina one residences,23 marina way ,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,700.0,1860800.0
kingsford waterbay,70 upper serangoon view ,apartment,2.0,2.0,19,north-east region,hougang,kangkar,1.37409324228132,103.903259933355,0,2018.0,1165.0,689.0,990000.0
marina one residences,marina way,apartment,4.0,5.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,2250.0,8250000.0
